QD_Ref,BorrowerSSNLast4,AppDate,FundingDt,Contract_Maturity,Amt_Funded,OutstandingPrincipal,NoteRate,APR_Effective,ContractTermMo,RemainingPayments,SchedPayment,ActualLastPmt,VehicleMake,VehicleModel,VehicleYear,VehicleVIN,Mileage_Orig,NewOrUsed,DealerName,DealerState,CreditScoreAtOrig,CreditScoreCurrent,CoBorrowerFlag,CoBorrowerScore,BorrowerDTI_Back,BorrowerAnnualInc,EmployerName,EmpYears,IncomeVerified,BorrState,BorrZip,BorrCity,LoanStat,DaysPastDue,DelinqBucket,NumLate30,NumLate60,NumLate90,CumulLossAmt,RecoveryAmt,ChargeoffDate,PaymentMethod,AutoPayEnrolled,ModificationFlag,HardshipPlan,LTV_Orig,BookValue_Orig,CurrentBookValue,Depreciation_Pct,WholesaleValue,RetailValue,OrigFee,ServicingFee_Bps,PoolID,InvestorCode,BatchID,MonthsOnBooks,VintageQtr,FirstPmtDefault,Ext_bureau_inqs_6mo,Ext_revolv_util,Ext_open_accts,Ext_total_accts,Ext_derog_marks,Ext_collections,Ext_bankruptcies,Channel,PricingTier,RiskBand,DecisionEngine_Score,FraudScore,IdentityConfidence
QD-0000175,6857,05/14/2024,2023-04-22,,11138.04,10384.11,12.46,12.62,84,45,133.97,136.46,Chevrolet,Silverado,2021,O1XQOVGPP3SUYQO89,87136,,Sonic Auto,FL,698,675,,,35.7,154078,UPS,17,,FL,28341,Orlando,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,130.3,8548,4949.29,42.1,3892.56,,199.06,50,,INV_AUTO_2,BATCH-518,39,2024Q2,0,15,42.7,23,26,8,3,,Refinance,Subprime,E,,72.8,70.3
QD-0000176,5539,03/27/2022,2022-01-28,,59059.4,57696.03,10.51,11.34,84,73,709.25,768.69,Tesla,Model 3,2018,8NO1RBN62NK7HLCNP,99960,Used,,CO,607,599,0,,24.0,71553,UPS,20,,CO,32039,City 2,CURRENT,0,Current,0,0,0,0.0,,,ACH,1,0,0,115.0,51356,30608.18,40.4,25651.98,35546.87,234.79,75,QD-2024-A,INV_AUTO_3,BATCH-606,11,2022Q1,0,13,13.9,23,41,7,2,0,Online App,Prime,A,787.4,78.5,95.2
QD-0000177,6635,06/27/2023,2023-04-22,,63156.46,61569.39,3.01,3.38,60,58,1055.25,860.38,Ford,Escape,2018,NIGZMK8J1923WVLCX,24009,Used,Local Motors,MD,576,528,0,,46.9,169410,Home Depot,10,Not Verified,MD,70816,City 5,CURRENT,0,Current,0,0,,0.0,0.0,,,1,0,0,118.8,53162,38755.1,27.1,33643.25,41702.85,200.55,50,QD-2025-A,INV_AUTO_3,BATCH-252,2,2023Q2,0,3,11.2,8,19,0,,0,Refinance,Super Prime,B,412.9,79.7,86.2
QD-0000178,8662,06/14/2023,2023-02-02,,13093.95,7149.72,5.83,7.38,48,24,274.12,251.35,Chevrolet,Tahoe,2020,2MCQ4S4FW00R3FDTO,88230,Used,Carvana,MI,543,506,0,,35.4,,UPS,22,Employer Confirmed,MI,47386,City 19,CURRENT,0,Current,0,0,,0.0,0.0,,Check,1,0,0,87.2,15016,11817.59,21.3,9887.35,12088.67,241.9,25,QD-2024-A,INV_AUTO_3,BATCH-116,24,2023Q2,0,7,91.5,3,4,,5,1,Broker,Near Prime,E,479.5,43.6,80.8
QD-0000179,2804,03/15/2027,2024-09-22,,44564.13,33876.81,14.77,16.99,72,28,626.56,611.05,Honda,Pilot,2021,CJXN7PRWMOEGPCP03,10607,Used,Larry H. Miller,TN,846,847,0,,16.6,205871,,,,TN,,City 1,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,70.6,63122,55421.12,12.2,43879.98,61285.63,120.72,75,QD-2024-A,INV_AUTO_3,,44,2023Q3,0,,78.1,16,16,7,0,0,Refinance,Near Prime,A+,325.6,35.4,54.0
QD-0000180,3641,11/18/2022,2023-07-30,,11401.1,5592.34,16.12,18.45,48,45,240.71,202.3,Mazda,MX-5,2025,RDTOMPSDWX96ACH24,41382,New,Sonic Auto,NY,849,850,0,,61.6,60051,Amazon,17,Self-Reported,NY,,Brooklyn,90DPD,123,120+,2,4,3,0.0,0.0,,ACH,1,0,0,96.8,11778,8444.83,28.3,6669.38,9458.66,262.91,75,,,BATCH-391,3,2022Q4,0,12,65.2,28,43,5,5,0,Dealer Direct,Super Prime,A,312.3,53.6,72.3
QD-0000181,9820,04/23/2023,2023-06-19,,58622.54,47047.91,4.37,5.59,36,19,1634.33,1616.17,Hyundai,Santa Fe,2020,6B9W5ZQW6L87PSCH8,115596,Used,Penske,NY,659,612,0,,58.0,69055,Home Depot,12,Verified,NY,61795,Rochester,30DPD,56,30-59,4,0,0,0.0,,,Online,1,0,0,131.6,44546,31850.39,28.5,26727.34,33798.7,298.91,75,,INV_AUTO_1,BATCH-766,17,2023Q2,0,3,31.4,7,8,3,0,0,Dealer Indirect,Prime,A,734.0,55.5,65.9
QD-0000182,7719,12/12/2023,2023-04-24,,32760.08,22701.98,6.9,7.46,60,48,549.14,572.09,Volkswagen,Jetta,2024,YTIIHN70N6JBP33GI,35410,New,Local Motors,,622,610,1,766,37.5,208417,,,Not Verified,CA,84691,San Francisco,90DPD,94,,7,2,1,0.0,0.0,,Online,1,0,0,113.2,28940,22573.2,22.0,16603.38,25935.16,140.22,50,QD-2024-C,INV_AUTO_1,BATCH-487,,2023Q4,0,6,60.9,1,20,3,,0,Broker,Deep Subprime,A+,641.2,9.3,53.3
QD-0000183,3915,01/24/2024,2024-06-09,,14059.44,13239.84,14.06,16.07,60,16,,220.57,,Telluride,2018,QZV62E84L9YILZR01,34641,Used,Lithia,VA,741,,0,,17.1,150816,Target,18,Not Verified,VA,37195,City 14,CURRENT,0,Current,0,0,0,0.0,0.0,,,0,0,0,108.0,13018,12132.78,6.8,10494.43,13951.22,395.49,50,QD-2025-A,INV_AUTO_3,BATCH-418,44,2024Q1,0,0,64.6,26,39,6,5,1,Broker,Subprime,A+,829.8,99.2,63.9
QD-0000184,4407,06/04/2023,2022-02-26,,76347.88,58422.47,16.45%,,60,18,,1259.61,GMC,Canyon,2025,2XB402NMSIKJI92XP,27223,New,Local Motors,WI,773,755,0,,56.5,208872,,,Employer Confirmed,WI,70253,City 13,30DPD,37,30-59,3,0,0,0.0,0.0,,Mobile App,1,0,0,130.1,58684,53695.86,8.5,40992.39,58755.99,40.26,100,,INV_AUTO_2,BATCH-405,42,2023Q2,0,,2.3,28,43,6,3,,Refinance,Deep Subprime,C,551.9,47.5,51.3
QD-0000185,7656,03/13/2023,2022-07-04,,26064.34,8790.48,4.38,5.47,84,79,311.42,335.62,Ram,1500 Classic,2024,5RDDHNSGFSH681TCH,98005,New,Hendrick Auto,SC,839,847,1,742,23.5,45131,Walmart,9,Self-Reported,SC,41933,City 20,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,134.0,19451,16727.86,14.0,12905.04,17002.49,8.34,50,QD-2024-B,,BATCH-760,5,2023Q1,0,4,0.3,11,30,4,2,0,Refinance,Super Prime,B,400.6,45.5,93.2
QD-0000186,9625,07/21/2022,2022-10-17,,29535.12,0.0,19.28,20.91,60,44,500.16,0,Honda,Civic,2022,FJ2ETPSEYWR7OXNW2,92054,Used,,WI,728,709,0,,51.7,102065,-50000,25,,WI,88333,City 48,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,0,,0,102.0,,26813.26,7.4,22811.41,31318.97,458.86,100,QD-2025-A,INV_AUTO_1,BATCH-117,16,2022Q3,0,2,,30,33,0,3,0,Broker,Super Prime,B,504.7,5.5,65.3
QD-0000187,5028,07/20/2022,2023-02-01,,73314.36,56755.19,10.58,12.02,72,32,1027.23,1114.77,Kia,Sportage,2025,ULV1J308IPUV58OHC,42290,New,Group 1,GA,806,830,0,,15.9,124066,US Army,20,Not Verified,GA,21558,City 9,30DPD,49,30-59,2,0,0,0.0,0.0,,ACH,1,0,0,131.6,55710,30751.92,44.8,25135.78,36842.82,8.34,75,QD-2024-A,INV_AUTO_3,BATCH-977,40,2022Q3,0,14,90.3,3,21,0,1,0,Refinance,Prime,B,589.2,58.9,83.3
QD-0000188,1799,02/28/2023,2023-12-20,,20140.73,16822.52,11.87,13.33,72,67,282.5,270.06,Mazda,CX-5,2022,JXBCWSBAH6TC45PI2,53767,Used,Group 1,WI,772,790,1,775,35.1,51253,Freelance,19,Self-Reported,WI,16530,City 16,60DPD,84,60-89,3,3,0,0.0,0.0,,ACH,1,,0,88.8,22681,14538.52,35.9,11922.17,15933.05,72.29,75,,INV_AUTO_2,BATCH-412,5,,0,10,,21,41,2,1,0,Online App,Prime,A+,537.6,19.2,51.9
QD-0000189,3862,06/20/2024,2024-06-30,,$25176.5,$12271.1,12.39,14.77,84,49,302.81,308.19,Tesla,Model S,2020,3JW6R8YKEHVQ9XD8X,73882,Used,Larry H. Miller,MI,677,703,0,,21.4,221055,Freelance,24,,MI,45666,City 43,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,117.1,21500,16189.5,24.7,12421.51,17518.75,111.33,100,,,BATCH-773,35,2024Q2,0,10,30.3,20,28,3,5,0,Dealer Indirect,Deep Subprime,B,649.4,3.7,50.9
QD-0000190,8019,07/31/2024,2023-07-07,,27458.47,15487.86,16.34,17.61,72,70,386.56,337.1,Subaru,Forester,2018,52ZVBCETH28IMDGAJ,103623,New,Lithia,CO,710,728,0,,16.1,113208,Walmart,24,Verified,CO,60229,City 29,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,71.8,38243,30173.73,21.1,22630.22,36197.7,289.15,50,,,BATCH-555,2,2024Q3,0,10,31.4,4,16,2,0,0,Dealer Direct,Deep Subprime,D,559.5,59.7,97.2
QD-0000191,8256,03/20/2023,2024-06-29,,16153.92,12398.49,20.51,21.02,60,17,273.83,236.07,Chevrolet,Equinox,2022,OHS5OK6BU9XRDT1N0,24193,New,Larry H. Miller,VA,682,646,0,,32.2,140002,,4,Verified,VA,87740,City 14,90DPD,179,120+,4,1,1,0.0,0.0,,ACH,0,0,0,106.5,15168,12786.62,15.7,9103.22,13035.82,130.52,50,QD-2024-B,INV_AUTO_2,,43,2023Q1,0,2,26.0,22,26,2,0,0,Broker,,A+,622.2,89.8,93.1
QD-0000192,,04/16/2024,2024-01-12,,83434.62,36320.01,16.23,17.56,84,60,1006.7,997.07,Subaru,WRX,2018,ZUAH35QRR4ZGMS66K,43308,Used,Sonic Auto,MA,661,665,0,,40.9,220182,Home Depot,21,,MA,10558,City 41,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,129.0,64678,37901.31,41.4,28384.62,38559.13,367.2,75,QD-2024-A,INV_AUTO_1,BATCH-254,24,2024Q2,0,6,77.1,23,34,1,0,0,Online App,Subprime,A+,588.0,33.8,62.7
QD-0000193,,01/22/2022,2024-11-05,,33254.68,22759.06,6.21,7.36,60,30,557.11,508.29,BMW,5 Series,,BXU6ONRV537C2BPIM,116702,,Hendrick Auto,WA,750,777,0,,,123554,Bank of America,16,Employer Confirmed,WA,36636,City 18,CURRENT,0,Current,0,0,,0.0,0.0,,Online,1,0,0,93.9,35415,24790.5,30.0,21628.73,29169.26,66.11,100,,,BATCH-134,30,,0,5,92.2,21,34,1,,0,Refinance,Super Prime,B,745.0,1.1,
QD-0000194,6115,05/31/2023,,,32133.33,29071.03,23.16,24.07,48,8,682.36,562.12,Ford,F-150,2020,7FFZ1C5MNJOTWXZB5,63919,New,Hendrick Auto,GA,822,778,1,818,53.1,195495,Uber,,,GA,19999,City 32,CHARGED_OFF,303,Charged Off,8,6,4,28451.09,9186.18,10/30/2024,,1,0,0,132.1,24325,19946.5,18.0,,20659.78,380.12,25,QD-2025-A,INV_AUTO_1,BATCH-119,40,2023Q2,0,12,31.0,4,17,0,1,0,Broker,Subprime,C,404.2,81.7,73.7
QD-0000194,6613,02/29/2024,2022-09-24,,53595.3,32246.66,16.25,,36,17,1508.92,1488.99,GMC,Acadia,2024,QRV5ND614ISYBF6B3,82531,New,Penske,NJ,583,,0,,48.9,51019,Bank of America,17,Self-Reported,NJ,30768,City 16,REPO,243,Repo,3,1,4,15063.17,30393.59,06/03/2024,,0,0,0,84.8,63202,53532.09,15.3,39520.27,56805.22,354.14,100,QD-2025-A,INV_AUTO_2,BATCH-869,19,2024Q1,0,9,65.3,26,41,7,1,0,Broker,Prime,D,855.4,23.8,
QD-0000196,1314,10/28/2023,2023-10-14,,69463.25,21339.56,11.8,12.57,60,13,1169.11,1234.7,Ford,Explorer,2025,0Y52YGQYMH33DHARJ,52460,New,Hendrick Auto,AZ,,601,1,584,14.9,100804,Bank of America,9,Not Verified,AZ,42691,City 29,REPO,141,Repo,3,5,1,12533.25,22910.12,11/21/2024,Mobile App,1,0,0,,55749,48557.38,12.9,43273.93,55199.15,405.71,75,,INV_AUTO_2,BATCH-736,47,2023Q4,0,4,72.4,24,25,6,3,0,Dealer Direct,Subprime,A,684.8,12.5,81.0
QD-0000197,2288,06/11/2024,2022-05-30,,19395.58,17056.67,5.86,8.16,36,1,541.4,557.42,Subaru,,2024,PDBHF3SUTHK9OE7TE,5784,,Penske,NC,645,640,0,,46.8,209726,Self-Employed,,Verified,NC,70057,,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,122.1,15885,14820.7,6.7,12643.43,14933.17,153.04,50,QD-2025-A,INV_AUTO_1,BATCH-617,35,2024Q2,0,11,66.8,14,33,7,3,0,Dealer Direct,Subprime,A,332.8,60.7,83.0
QD-0000198,9355,08/03/2023,2024-09-11,,86107.7,51343.23,12.37,13.62,48,17,1812.4,1618.4,BMW,X3,2023,DHH2KS1CBCIFL79R9,68213,Certified Pre-Owned,CarMax,CA,536,537,0,,38.2,168069,,,Not Verified,CA,58650,Los Angeles,CHARGED_OFF,300,Charged Off,10,5,2,,1477.81,07/12/2024,,0,0,0,137.3,62715,38318.86,38.9,29899.91,41830.77,496.28,25,,INV_AUTO_2,BATCH-681,31,2023Q3,0,9,33.7,1,2,5,2,1,Dealer Direct,Prime,A,457.6,5.8,97.7
QD-0000199,4463,,2022-01-14,,16496.81,15195.41,22.15,22.94,60,57,280.02,,Jeep,Wrangler,2018,HCD1SD44WL8MDZFWQ,101851,Used,Larry H. Miller,MA,673,699,1,612,48.9,121682,Target,25,Verified,MA,97757,City 39,CURRENT,0,,0,0,0,0.0,0.0,,ACH,1,0,0,128.6,12828,,34.1,6609.41,9387.29,423.5,100,,INV_AUTO_2,BATCH-411,3,2024Q2,0,,,27,45,2,5,0,Dealer Direct,Prime,B,572.5,78.3,54.6
QD-0000200,5555,08/17/2024,2022-01-09,,67306.54,43937.79,15.8,17.38,84,66,811.82,690.91,Subaru,Impreza,2024,DKD8M4PKIXSX097NF,4785,New,Carvana,MA,673,696,0,,15.7,25176,,,Verified,MA,69768,City 2,60DPD,76,60-89,3,3,0,0.0,0.0,,Check,1,0,0,114.5,58783,39325.83,33.1,30856.02,39735.38,55.32,,,INV_AUTO_1,BATCH-687,18,2024Q3,0,6,80.9,27,28,7,4,0,Refinance,Deep Subprime,A,692.3,31.3,95.4
QD-0000201,9425,02/18/2022,2022-12-22,,31888.94,22918.55,16.78,17.08,72,57,449.1,486.94,Ram,3500,2018,4AYUF1TK83W1Y6ZUO,97908,New,Larry H. Miller,MD,825,815,0,,50.4,125578,Google,10,Not Verified,MD,53157,City 39,CHARGED_OFF,273,Charged Off,6,4,2,15705.2,4616.93,02/20/2024,Online,1,0,0,116.4,27396,19862.1,27.5,17032.87,23707.18,36.9,25,,,BATCH-297,15,2022Q1,0,3,66.7,24,25,1,2,0,Dealer Direct,Prime,A+,700.1,78.4,89.8
QD-0000202,7476,10/12/2023,2023-12-14,,69432.81,-44781.46,14.88,16.72,60,52,,1013.29,Nissan,Sentra,2021,GSC2GLXV8QIQ7UVMR,52014,Used,Lithia,MI,786,729,0,,,89503,Self-Employed,17,Self-Reported,MI,53770,City 31,90DPD,99,90-119,4,2,1,0.0,0.0,,ACH,1,0,0,119.2,58249,51433.87,11.7,40246.55,60551.29,7.91,,QD-2025-A,INV_AUTO_2,BATCH-579,,2023Q4,0,1,17.2,12,30,1,5,0,Dealer Direct,Deep Subprime,E,833.3,78.0,76.5
QD-0000203,2832,10/03/2022,2022-09-22,,32971.89,25810.51,19.88,22.07,36,27,931.06,,Honda,Civic,2019,HP6PNU0KI4JKJ7OPJ,,Certified Pre-Owned,Local Motors,CA,561,527,0,,34.8,67329,,,Not Verified,CA,69217,Los Angeles,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,1,0,118.2,27895,17936.49,35.7,13063.31,21368.47,165.45,50,,INV_AUTO_1,BATCH-545,9,2022Q4,0,6,67.0,22,26,4,1,0,Dealer Indirect,,A,747.5,52.9,50.1
QD-0000204,6843,10/20/2023,2024-06-30,,27113.11,23644.47,22.53,24.95,72,63,383.64,372.57,Subaru,WRX,2019,6B15X8G1HZVNASJP0,116942,Certified Pre-Owned,Sonic Auto,CA,823,786,0,,50.7,178305,Self-Employed,23,Employer Confirmed,CA,68058,Sacramento,CHARGED_OFF,165,Charged Off,6,4,3,23071.67,6203.02,12/04/2024,Online,1,0,0,74.7,36296,19999.1,44.9,14001.62,22278.95,221.08,75,QD-2024-C,INV_AUTO_1,BATCH-189,9,2023Q4,0,7,1.8,10,20,7,3,0,Broker,Super Prime,A+,364.2,18.8,72.5
QD-0000205,7355,01/16/2024,2024-11-02,,68202.62,0.0,7.52,7.85,48,26,1429.79,0,Mazda,CX-30,2023,7WGXXASHVFHZLA6OV,61039,Certified Pre-Owned,Penske,CA,652,682,0,,62.6,188941,,,,CA,66255,San Jose,PAID_OFF,0,,0,0,0,0.0,0.0,,ACH,1,0,0,134.4,50746,34608.77,31.8,29807.64,40424.41,244.4,50,QD-2024-A,,BATCH-767,22,2024Q1,0,2,37.8,17,26,3,2,0,Refinance,Super Prime,A,853.2,49.7,
QD-0000206,2706,05/07/2022,2023-06-23,,22425.3,11802.99,7.59,8.79,84,83,268.66,263.73,Nissan,Sentra,2023,P7Q7CMDBH4JWQV66N,52482,New,Larry H. Miller,VA,694,732,0,,38.5,149739,Home Depot,7,Not Verified,VA,35124,City 32,CURRENT,0,Current,0,0,0,0.0,,,Check,1,0,0,137.9,16262,12554.26,22.8,11170.52,14252.94,91.87,50,QD-2024-B,INV_AUTO_1,BATCH-677,,2022Q2,0,12,72.1,27,31,6,4,0,Dealer Direct,Prime,D,406.8,74.2,62.2
QD-0000207,3018,01/03/2022,2023-12-01,,29854.58,28281.34,13.02,15.23,60,54,502.98,517.21,Jeep,Grand Cherokee,2024,9EYINYCOAUDWYUSAZ,117645,New,Local Motors,AL,830,788,1,586,,230836,,,Employer Confirmed,AL,13518,City 8,,156,Charged Off,10,3,3,13943.77,2549.74,11/02/2024,Online,0,,,103.5,28845,26652.78,7.6,21142.12,29444.37,189.0,100,,INV_AUTO_3,BATCH-751,6,2022Q1,0,12,54.3,1,7,1,5,0,Refinance,Prime,E,609.6,42.4,66.7
QD-0000208,6528,07/05/2024,2024-02-16,,19741.9,15050.34,20.42,21.73,48,24,418.29,356.08,Honda,Pilot,2025,0YPJAWUHJ1L90D6D8,27713,New,Group 1,MI,,668,1,667,16.9,71192,,,Self-Reported,MI,85160,City 49,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,0,0,72.8,27118,22806.24,15.9,18757.1,25157.6,149.14,100,,INV_AUTO_1,BATCH-381,24,2024Q3,0,2,80.8,15,24,0,2,0,Dealer Direct,Deep Subprime,A+,802.5,32.0,74.8
QD-0000209,7587,06/09/2024,2023-01-08,,36162.83,23457.03,9.06,9.49,84,55,433.76,364.23,Subaru,WRX,2025,75C7QXMJBLINEEWKI,,New,Sonic Auto,OR,752,706,0,,24.5,23119,,,Not Verified,OR,53030,City 27,60DPD,84,60-89,,1,0,0.0,0.0,,Mobile App,1,0,0,93.1,38843,35036.39,9.8,30741.54,41911.85,239.26,50,QD-2025-A,INV_AUTO_3,BATCH-516,29,2024Q2,0,0,,27,35,8,2,0,Dealer Indirect,Prime,E,648.9,25.1,94.8
QD-0000210,7033,03/01/2022,,,21460.8,19173.84,12.68,13.93,72,41,301.22,271.89,Chevrolet,Equinox,2024,PGX44QX1CLMMVH71H,92305,New,CarMax,CA,741,735,0,,40.9,57699,AT&T,15,Not Verified,CA,59639,Sacramento,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,78.9,27200,16374.4,39.8,13940.33,19505.05,113.78,50,QD-2024-C,,BATCH-932,31,2022Q1,0,2,95.7,1,14,2,5,,Dealer Direct,Super Prime,C,569.3,22.6,63.4
QD-0000211,5846,02/04/2022,2022-08-28,,75281.83,66975.14,13.92,14.87,36,11,2115.42,2006.25,Toyota,RAV4,2019,UWNN6LXYNUWPKN646,60644,Used,Penske,GA,781,791,0,,25.1,133227,Self-Employed,28,,GA,15005,City 50,60DPD,64,60-89,5,1,0,0.0,0.0,,Mobile App,1,0,0,136.2,55273,44439.49,19.6,34942.71,49958.83,255.75,,QD-2024-A,INV_AUTO_3,BATCH-490,25,2022Q1,0,14,2.1,21,41,7,3,0,Online App,Near Prime,C,468.1,80.8,66.3
QD-0000212,9612,08/03/2024,2024-05-25,,26919.9,21436.46,19.27,21.65,36,21,,619.39,Ford,Escape,2019,TTCNO3FEUY5BFYGOU,81011,New,Group 1,MI,524,554,0,,,153685,Uber,2,Not Verified,MI,,City 14,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,0,0,0,126.0,21365,15233.25,28.7,11593.46,15337.96,251.25,50,QD-2024-A,INV_AUTO_1,BATCH-396,15,2024Q3,0,3,15.1,25,30,1,5,0,Refinance,Prime,A,596.1,,56.4
QD-0000213,9075,04/10/2022,2024-05-11,,50800.74,0.0,18.14,18.69,72,40,716.23,,Nissan,Pathfinder,2021,S664FN80M9EWEUPAH,75729,Used,Local Motors,WI,MISSING,703,0,,17.7,200569,,,,WI,45959,City 32,,0,Paid Off,,0,0,0.0,0.0,,,1,0,0,87.3,58191,44399.73,23.7,36405.81,44445.94,,50,,INV_AUTO_2,BATCH-349,32,2022Q2,0,12,33.8,18,33,4,2,0,Online App,Near Prime,A,478.9,84.4,90.0
QD-0000214,8388,04/27/2024,,,58304.98,30890.82,9.1,9.25,48,11,1223.9,1269.18,  Jeep  , Compass,2022,GBZUO7MTCOYJ61AJS,109803,Used,CarMax,FL,533,573,1,564,30.8,129550,,,Not Verified,FL,22152,Miami,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,118.0,49411,31425.4,36.4,22345.69,35076.59,195.29,50,,INV_AUTO_3,BATCH-773,37,2024Q2,0,8,68.7,23,26,7,5,0,Refinance,Near Prime,A,881.2,37.6,79.4
QD-0000215,1033,10/04/2024,2022-09-13,,34244.4,28603.64,19.99,21.26,60,25,580.25,564.62,BMW,,2020,EOC7JNX894I1Q2G15,9566,Used,Local Motors,MD,566,567,0,,22.7,77906,,,Self-Reported,MD,63134,City 46,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,120.0,28537,19405.16,32.0,,,441.77,25,,,BATCH-138,35,2024Q4,0,15,9.6,3,13,8,4,0,Dealer Direct,Near Prime,C,831.2,37.8,81.9
QD-0000216,6035,10-Aug-2023,,,28771.6,0.0,17.75,18.65,48,16,608.27,0,Volkswagen,Jetta,2022,EFG9O9IH4O8JG78IA,25405,,Penske,MN,783,779,1,640,50.3,163774,,,Self-Reported,MN,72229,City 23,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,111.6,25781,20882.61,19.0,18205.9,24250.83,,75,QD-2025-A,,BATCH-691,32,2023Q3,0,8,9.0,20,36,2,4,0,Refinance,Subprime,C,379.9,47.1,68.0
QD-0000217,9620,09/12/2023,2022-10-23,,22538.88,19037.33,15.99,18.47,60,18,380.65,328.89,Tesla,Model X,2025,2BVWV6YSHHYAFVNUY,17404,New,Carvana,MD,526,550,1,558,,171780,,,Employer Confirmed,MD,50260,City 24,90DPD,170,120+,4,1,2,0.0,0.0,,ACH,1,0,0,100.8,22360,16501.68,26.2,13586.63,17369.91,314.62,100,QD-2024-B,,BATCH-634,42,,0,5,43.5,1,11,3,5,0,Dealer Indirect,Deep Subprime,E,718.0,79.2,73.2
QD-0000218,6992,02/16/2022,2024-06-24,,24632.55,0.0,4.34,5.97,72,71,343.36,0,Mazda,Mazda3,2022,UAMRIJPUK62Y8T150,119969,Certified Pre-Owned,Local Motors,MI,778,733,0,,54.2,174111,,,Verified,MI,61947,City 20,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,,22013,19173.32,,13792.24,20764.07,45.68,100,QD-2024-A,INV_AUTO_1,BATCH-713,1,2022Q1,0,6,66.4,17,28,5,5,0,Online App,Deep Subprime,B,482.5,75.5,88.7
QD-0000219,5821,03/20/2023,2024-02-03,,57377.13,19949.36,23.36,25.41,84,47,696.36,735.94,Ram,1500 Classic,2024,DT6UN63VV1E6W0BME,112140,New,CarMax,AL,699,644,0,,59.9,33642,UPS,10,,AL,38161,City 39,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,0,0,105.2,54541,30161.17,44.7,26446.99,30574.86,169.37,100,QD-2024-B,INV_AUTO_1,BATCH-208,37,2023Q1,0,7,51.6,11,11,0,1,1,Broker,Deep Subprime,E,729.1,40.1,55.0
QD-0000220,9865,08/09/2022,2024-04-08,,9828.9,7161.2,10.79,12.57,48,16,206.61,208.17,Tesla,Model Y,2021,,5570,Used,Group 1,SC,850,850,1,808,55.2,111350,,,Verified,SC,93003,City 2,CHARGED_OFF,268,Charged Off,5,2,4,6250.43,483.82,05/25/2024,ACH,1,0,0,82.7,11885,10078.48,15.2,8659.93,10899.01,202.47,75,QD-2024-A,INV_AUTO_1,BATCH-359,32,2022Q3,0,1,84.3,26,39,0,4,0,Dealer Direct,Subprime,B,318.5,16.3,53.3
QD-0000221,4767,10/20/2023,2024-12-06,,14060.2,5628.47,18.73,19.52,60,50,237.99,201.06,Tesla,Model S,2025,F0ZADF5JJ002JZ2KB,80297,New,Lithia,TX,552,,0,,26.5,75235,Self-Employed,26,Self-Reported,TX,78288,Houston,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,84.4,16659,14010.22,15.9,12380.95,14056.9,165.23,25,QD-2024-B,INV_AUTO_1,BATCH-627,10,2023Q4,0,1,33.9,5,5,5,5,0,Dealer Indirect,Super Prime,,827.1,45.3,55.4
QD-0000222,7257,01/08/2024,2023-01-24,,25539.25,16354.74,18.28,20.62,48,42,540.17,489.26,GMC,Yukon,2025,QJHC24DE4I3527FPW,103344,New,Carvana,AL,792,739,1,710,50.3,55916,Home Depot,2,Not Verified,AL,82803,City 46,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,1,0,92.5,27610,23164.79,16.1,17541.1,23824.23,317.79,25,QD-2024-A,,BATCH-183,6,2024Q1,0,9,,3,11,4,1,0,Dealer Indirect,Near Prime,C,377.0,65.7,51.7
QD-0000223,6067,06/01/2024,2022-12-07,,55646.98,0.0,19.74,22.2,72,55,785.59,0,Honda,HR-V,2020,2MFJE50QYRZLZ72J8,68269,Used,AutoNation,OH,777,793,0,,49.5,78490,-50000,27,Verified,OH,94390,City 20,PAID_OFF,0,Paid Off,0,,0,0.0,0.0,,Check,0,0,0,125.3,44411,26602.19,40.1,,27200.55,102.79,75,,INV_AUTO_3,,17,2024Q2,0,11,98.9,4,9,3,,,Refinance,Deep Subprime,E,880.0,3.2,63.7
